ID,Section,Requirement Statement,Type,Priority,Verification Methods (from SRS),Primary Method (select),Acceptance Criteria,Agent Procedure (step-by-step),Evidence to Collect,Owner/Role,Phase/Gate,Status,Date Last Updated,Test Case ID / Link,Upstream Trace,Downstream Trace,Notes,Rationale,Risk,Assumptions,Constraints,Version & Change Notes,Verification Detail,Verification Level
R-SEED-002,Build,The build tooling SHALL allow exporting seed.vipb to JSON and rehydrating it (via Seed container CLI) so the VIPB can be reconstructed from metadata if the file is damaged.,Process,High,"Demonstration, Test",Demonstration,"Using seed container, vipb2json of seed.vipb succeeds; json2vipb produces a VIPB whose hash matches baseline; restored VIPB opens without error.",1) Run: docker compose -f Tooling/docker/seed/docker-compose.yml run --rm seed vipb2json --input /workspace/Tooling/deployment/seed.vipb --output /workspace/artifacts/seed/metadata.json\n2) Run: seed json2vipb using the metadata.json to produce a restored VIPB\n3) Confirm restored VIPB loads and matches original hash/structure.,CLI logs; artifacts/seed/metadata.json; diff/hash of original vs restored VIPB.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,Seed docker helper README; seed container workflows,Seed docker helper README; seed container workflows,Upstream: Tooling/docker/seed; Downstream: ability to recover VIPB from JSON,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,1 | hash=31c8f44667e1 | Baseline 2025-11-26,"Demonstration/Test: list witnesses/roles, facility or environment, equipment/data capture, and pass/fail computation (.",System
R-BUILD-CA-001,Build,The build spec SHALL reference the 64-bit pre-install custom action at Tooling/deployment/custom-actions/VIP_Pre-Install Custom Action.vi.,Process,High,Inspection,Inspection,VIPB Custom_Action_VIs.Pre-Install_VI equals the specified path.,Inspect Tooling/deployment/seed.vipb (or JSON export) for Custom_Action_VIs.Pre-Install_VI.,VIPB/JSON snippet showing Pre-Install_VI path.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,seed.vipb Custom_Action_VIs,seed.vipb Custom_Action_VIs,Downstream: VIPM install flow uses correct pre-install action,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,1 | hash=a3aa20210a85 | Baseline 2025-11-26,Inspection: compare referenced workflow/spec path ( to requirement; cite lines in evidence and include snippet.,System
R-BUILD-CA-002,Build,The build spec SHALL reference the 64-bit post-install custom action at Tooling/deployment/custom-actions/VIP_Post-Install Custom Action.vi.,Process,High,Inspection,Inspection,VIPB Custom_Action_VIs.Post-Install_VI equals the specified path.,Inspect Tooling/deployment/seed.vipb (or JSON export) for Custom_Action_VIs.Post-Install_VI.,VIPB/JSON snippet showing Post-Install_VI path.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,seed.vipb Custom_Action_VIs,seed.vipb Custom_Action_VIs,Downstream: VIPM install flow uses correct post-install action,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,1 | hash=2659a873e5dd | Baseline 2025-11-26,Inspection: compare referenced workflow/spec path ( to requirement; cite lines in evidence and include snippet.,System
R-BUILD-CA-003,Build,The build spec SHALL reference the 64-bit pre-uninstall custom action at Tooling/deployment/custom-actions/VIP_Pre-Uninstall Custom Action.vi.,Process,High,Inspection,Inspection,VIPB Custom_Action_VIs.Pre-Uninstall_VI equals the specified path.,Inspect Tooling/deployment/seed.vipb (or JSON export) for Custom_Action_VIs.Pre-Uninstall_VI.,VIPB/JSON snippet showing Pre-Uninstall_VI path.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,seed.vipb Custom_Action_VIs,seed.vipb Custom_Action_VIs,Downstream: VIPM uninstall flow uses correct pre-uninstall action,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,1 | hash=8fb46af96fc9 | Baseline 2025-11-26,Inspection: compare referenced workflow/spec path ( to requirement; cite lines in evidence and include snippet.,System
R-BUILD-CA-004,Build,The build spec SHALL reference the 64-bit post-uninstall custom action at Tooling/deployment/custom-actions/VIP_Post-Uninstall Custom Action.vi.,Process,High,Inspection,Inspection,VIPB Custom_Action_VIs.Post-Uninstall_VI equals the specified path.,Inspect Tooling/deployment/seed.vipb (or JSON export) for Custom_Action_VIs.Post-Uninstall_VI.,VIPB/JSON snippet showing Post-Uninstall_VI path.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,seed.vipb Custom_Action_VIs,seed.vipb Custom_Action_VIs,Downstream: VIPM uninstall flow uses correct post-uninstall action,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,1 | hash=af1ede3c87ba | Baseline 2025-11-26,Inspection: compare referenced workflow/spec path ( to requirement; cite lines in evidence and include snippet.,System
R-BUILD-GEN-001,Build,"The build spec SHALL set Package_File_Name to ""NI_Icon_editor"" in Library_General_Settings.",Process,High,Inspection,Inspection,Library_General_Settings.Package_File_Name equals NI_Icon_editor.,Inspect Tooling/deployment/seed.vipb (or JSON export) for Package_File_Name.,VIPB/JSON snippet showing Package_File_Name.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,seed.vipb Library_General_Settings,seed.vipb Library_General_Settings,Ensures package name consistency,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,1 | hash=e8b42ba5c8e0 | Baseline 2025-11-26,Inspection: compare referenced workflow/spec path ( to requirement; cite lines in evidence and include snippet.,System
R-BUILD-GEN-002,Build,The build spec SHALL set Library_Version to 21.0.0.12 in Library_General_Settings.,Process,High,Inspection,Inspection,Library_General_Settings.Library_Version equals 21.0.0.12.,Inspect Tooling/deployment/seed.vipb (or JSON export) for Library_Version.,VIPB/JSON snippet showing Library_Version.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,seed.vipb Library_General_Settings,seed.vipb Library_General_Settings,Aligns with supported LabVIEW versioning,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,1 | hash=11eac33727e6 | Baseline 2025-11-26,Inspection: compare referenced workflow/spec path ( to requirement; cite lines in evidence and include snippet.,System
R-BUILD-GEN-003,Build,The build spec SHALL have Auto_Increment_Version = false in Library_General_Settings.,Process,Medium,Inspection,Inspection,Library_General_Settings.Auto_Increment_Version equals false.,Inspect Tooling/deployment/seed.vipb (or JSON export) for Auto_Increment_Version.,VIPB/JSON snippet showing Auto_Increment_Version.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,seed.vipb Library_General_Settings,seed.vipb Library_General_Settings,Prevents unintended version bumps,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,1 | hash=e12f813efbe6 | Baseline 2025-11-26,Inspection: compare referenced workflow/spec path ( to requirement; cite lines in evidence and include snippet.,System
R-BUILD-GEN-004,Build,"The build spec SHALL set Library_Source_Folder to ""..\\.."" and Library_Output_Folder to ""..\\..\\builds\\vip-stash"" in Library_General_Settings.",Process,High,Inspection,Inspection,"JSON export shows Library_Source_Folder==""..\.."" and Library_Output_Folder==""..\..\builds\vip-stash""; diff against baseline is empty; regex check passes exactly once.",Inspect Tooling/deployment/seed.vipb (or JSON export) for source/output folders.,VIPB/JSON snippet showing Library_Source_Folder and Library_Output_Folder.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,seed.vipb Library_General_Settings,seed.vipb Library_General_Settings,Ensures correct source/output locations,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,2 | hash=5d8a195fc501 | Wording update 2025-11-29,Inspection: compare referenced workflow/spec path ( to requirement; cite lines in evidence and include snippet.,System
R-BUILD-GEN-005,Build,"The build spec SHALL set Company_Name to ""NI"" and Library_License to ""MIT"" in Library_General_Settings.",Process,High,Inspection,Inspection,"JSON export shows Company_Name==""NI"" and Library_License==""MIT""; baseline comparison matches exactly (case-sensitive).",Inspect Tooling/deployment/seed.vipb (or JSON export) for Company_Name and Library_License.,VIPB/JSON snippet showing Company_Name and Library_License.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,seed.vipb Library_General_Settings,seed.vipb Library_General_Settings,Maintains publisher and license metadata,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,1 | hash=7fd8f8464e46 | Baseline 2025-11-26,Inspection: compare referenced workflow/spec path ( to requirement; cite lines in evidence and include snippet.,System
R-BUILD-GEN-006,Build,"The build spec SHALL set Package_LabVIEW_Version to ""21.0 (64-bit)"" and Community_Edition = true in Library_General_Settings.",Process,High,Inspection,Inspection,"Package_LabVIEW_Version == ""21.0 (64-bit)"" and Community_Edition == true in JSON export; matches baseline hash.",Inspect Tooling/deployment/seed.vipb (or JSON export) for Package_LabVIEW_Version and Community_Edition.,VIPB/JSON snippet showing Package_LabVIEW_Version and Community_Edition.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,seed.vipb Library_General_Settings,seed.vipb Library_General_Settings,Aligns package with LV version/edition,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,1 | hash=9d1347d84705 | Baseline 2025-11-26,Inspection: compare referenced workflow/spec path ( to requirement; cite lines in evidence and include snippet.,System
R-BUILD-GEN-007,Build,The build spec SHALL preserve the Package_Icon blob as stored in seed.vipb.,Process,Medium,Inspection,Inspection,Hash of Package_Icon blob equals baseline hash; blob length unchanged.,Export Package_Icon from seed.vipb to JSON and compare hash/length to baseline.,Hash/length comparison of Package_Icon.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,seed.vipb Library_General_Settings,seed.vipb Library_General_Settings,Prevents icon corruption,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,1 | hash=9e96eb8c7767 | Baseline 2025-11-26,Inspection: compare referenced workflow/spec path ( to requirement; cite lines in evidence and include snippet.,System
R-BUILD-GEN-008,Build,"The build spec SHALL set Product_Name to ""NI Icon editor"" in Library_General_Settings.",Process,High,Inspection,Inspection,"JSON export shows Product_Name==""NI Icon editor""; baseline comparison matches exactly.",Inspect Tooling/deployment/seed.vipb (or JSON export) for Product_Name.,VIPB/JSON snippet showing Product_Name.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,seed.vipb Library_General_Settings,seed.vipb Library_General_Settings,Maintains product display name,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,1 | hash=367f3814fc3e | Baseline 2025-11-26,Inspection: compare referenced workflow/spec path ( to requirement; cite lines in evidence and include snippet.,System
R-BUILD-GEN-009,Build,The build spec SHALL set Was_Built = true and Target = LabVIEW in Library_General_Settings.,Process,Medium,Inspection,Inspection,"JSON export shows Was_Built==true and Target==""LabVIEW""; both values match baseline exactly.",Inspect Tooling/deployment/seed.vipb (or JSON export) for Was_Built and Target.,VIPB/JSON snippet showing Was_Built and Target.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,seed.vipb Library_General_Settings,seed.vipb Library_General_Settings,Ensures VIPB metadata reflects built state/target platform,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,1 | hash=e094de2b49ef | Baseline 2025-11-26,Inspection: compare referenced workflow/spec path ( to requirement; cite lines in evidence and include snippet.,System
R-BUILD-DEP-001,Build,"The build spec SHALL declare external dependencies: oglib_array >=6.0.1.20, oglib_error >=6.0.0.26, oglib_file >=6.0.2.28, oglib_lvzip >=5.0.9.",Process,High,Inspection,Inspection,"Advanced_Settings.Package_Dependencies lists oglib_array>=6.0.1.20, oglib_error>=6.0.0.26, oglib_file>=6.0.2.28, oglib_lvzip>=5.0.9; counts/versions match exactly.",Inspect Tooling/deployment/seed.vipb (or JSON export) for Additional_External_Dependencies entries.,VIPB/JSON snippet showing dependency list.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,seed.vipb Advanced_Settings.Dependencies,seed.vipb Advanced_Settings.Dependencies,Ensures correct runtime deps,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,1 | hash=d25336ea7f00 | Baseline 2025-11-26,Inspection: compare referenced workflow/spec path ( to requirement; cite lines in evidence and include snippet.,System
R-BUILD-VIPC-001,Build,The build spec SHALL NOT reference a VI Package Configuration (VIPC) file in Advanced_Settings.,Process,High,Inspection,Inspection,JSON export shows VI_Package_Configuration_File field absent or empty; search finds 0 occurrences of a non-empty value.,Inspect Tooling/deployment/seed.vipb (or JSON export) to confirm VI_Package_Configuration_File is absent/blank.,VIPB/JSON snippet showing no VIPC file.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,seed.vipb Advanced_Settings.VIPC,seed.vipb Advanced_Settings.VIPC,Package build stands alone without .vipc dependency,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,1 | hash=4627e1be0f64 | Baseline 2025-11-26,Inspection: compare referenced workflow/spec path ( to requirement; cite lines in evidence and include snippet.,System
R-BUILD-PACKAGER-001,Build,"The build spec SHALL record Packager = ""Sergio Velderrain"" in Advanced_Settings.Description.",Process,Medium,Inspection,Inspection,"Advanced_Settings.Description.Packager equals """"Sergio Velderrain"""".",Inspect Tooling/deployment/seed.vipb (or JSON export) for Description/Packager.,VIPB/JSON snippet showing Packager.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,seed.vipb Advanced_Settings.Description,seed.vipb Advanced_Settings.Description,Maintains author metadata,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,1 | hash=c91ab4f0bc2b | Baseline 2025-11-26,Inspection: compare referenced workflow/spec path ( to requirement; cite lines in evidence and include snippet.,System
R-BUILD-OSBITS-001,Build,"The build spec SHALL enable OS_32-Bit and OS_64-Bit, and LV_32-Bit and LV_64-Bit flags in Advanced_Settings.",Process,High,Inspection,Inspection,Advanced_Settings.Install_OS and Install_LV flags set to true for 32/64-bit.,"Inspect Tooling/deployment/seed.vipb (or JSON export) for OS_32-Bit, OS_64-Bit, LV_32-Bit, LV_64-Bit.",VIPB/JSON snippet showing OS/LV flags.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,seed.vipb Advanced_Settings.Installation,seed.vipb Advanced_Settings.Installation,Ensures package targets both OS/LV bitnesses,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,1 | hash=655b3b2300e0 | Baseline 2025-11-26,Inspection: compare referenced workflow/spec path ( to requirement; cite lines in evidence and include snippet.,System
R-BUILD-FLAGS-001,Build,The build spec SHALL set install flags: close_labview_before_install=true; restart_labview_after_install=true; skip_mass_compile_after_install=true; install_into_global_environment=false; Edit_VI_Description=false.,Process,High,Inspection,Inspection,Flags in Advanced_Settings.Installation match specified booleans. Pass when observed failures = 0 and required events are captured in logs with timestamps.,Inspect Tooling/deployment/seed.vipb (or JSON export) for these flags.,VIPB/JSON snippet showing install flags.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,seed.vipb Advanced_Settings.Installation,seed.vipb Advanced_Settings.Installation,Ensures predictable install behavior,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,1 | hash=1d4b0790da53 | Baseline 2025-11-26,Inspection: compare referenced workflow/spec path ( to requirement; cite lines in evidence and include snippet.,System
R-BUILD-TEXT-001,Build,"The build spec SHALL preserve the Text_to_Add template: ""{product_name} {version_number}\n{author_name} - {company_name}\n{copyright}"".",Process,Medium,Inspection,Inspection,Advanced_Settings.Text_to_Add matches the template string. Pass when observed failures = 0 and required events are captured in logs with timestamps.,Inspect Tooling/deployment/seed.vipb (or JSON export) for Text_to_Add.,VIPB/JSON snippet showing Text_to_Add.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,seed.vipb Advanced_Settings.Text_to_Add,seed.vipb Advanced_Settings.Text_to_Add,Preserves version/author stamping,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,1 | hash=4ce70b3fa278 | Baseline 2025-11-26,Inspection: compare referenced workflow/spec path ( to requirement; cite lines in evidence and include snippet.,System
R-BUILD-DST-001,Build,"The build spec SHALL retain the destination/disk paths, LLB, and Preserve_Hierarchy settings as recorded in seed.vipb (≈67 Path entries, 17 Preserve_Hierarchy, 15 LLB) for toolkit/examples/probes/errors/help/templates/file/tools menus.",Process,High,Inspection,Inspection,"JSON export of seed.vipb shows exactly 67 Path entries, 17 Preserve_Hierarchy entries, and 15 LLB entries; diff vs baseline destinations block is empty (hash matches baseline).",Export seed.vipb to JSON and compare destination/path/LLB/Preserve_Hierarchy nodes to baseline.,Diff or hash comparison of destination/path block vs baseline.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,seed.vipb Advanced_Settings.Destinations,seed.vipb Advanced_Settings.Destinations,Ensures file layout/LLB settings are intact,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,1 | hash=74c0ea2aa7ae | Baseline 2025-11-26,Inspection: compare referenced workflow/spec path ( to requirement; cite lines in evidence and include snippet.,System
R-BUILD-EXCL-001,Build,The build spec SHALL preserve exclusion paths as recorded in seed.vipb (Tooling deployment/support/test artifacts excluded).,Process,High,Inspection,Inspection,Exclusions list in seed.vipb JSON matches reference list (count and paths identical); hash of Exclusions block equals baseline hash.,Inspect seed.vipb (or JSON export) and compare Exclusions block to baseline.,Diff or hash of Exclusions block vs baseline.,Automation QA (Agent),Build/Release,Proposed,2025-11-26,seed.vipb Advanced_Settings.Exclusions,seed.vipb Advanced_Settings.Exclusions,Prevents packaging of tooling/test assets,See Evidence to Collect for data source details.,"Ensures build artifacts (VIPB, PPLs, destinations) match baseline for reproducibility.",Risk: shipping wrong binaries/config; mitigation: preflight inspections and deterministic counts.,Assumes LabVIEW/VIPM available on Windows self-hosted runner; seed.vipb is canonical.,Runs on self-hosted Windows with LabVIEW; uses GITHUB_TOKEN for repo access; writes under builds-isolated/reports.,1 | hash=b6656b3f9606 | Baseline 2025-11-26,Inspection: compare referenced workflow/spec path ( to requirement; cite lines in evidence and include snippet.,System
TOOL-010,9.15 Repo CLI Probe/Build/Cache Strategy,The shared probe/build/cache helper for repo CLIs SHALL probe for the CLI binary in this order and only fall back to the next tier on failure: (1) active repo or worktree project at `<repo>/Tooling/dotnet/<CLI>/<CLI>.csproj` invoked via `dotnet run`; (2) configured source repo copy of the tooling project invoked via `dotnet run`; (3) existing published binary in the tooling cache; and (4) a build-and-cache step that publishes and then runs the binary from the cache.,Functional/Performance,Medium,"Test, Demonstration",Test,"Across four runs (worktree present, worktree fail with source present, cache only, empty cache), logs/provenance show probe_tier values worktree/source-repo/cache/publish respectively with matching paths; when a tier fails the next tier is attempted only after a logged failure; no unexpected tiers appear.",Use pwsh scripts/common/invoke-repo-cli.ps1 -CliName DevModeAgentCli -RepoRoot . and run four scenarios: (1) normal worktree with the tooling project present -> provenance shows probe_tier=worktree; (2) rename/break the worktree csproj so the helper logs a failure then falls back -> provenance shows probe_tier=source-repo after the logged worktree failure; (3) remove repos but keep a published cache entry -> provenance shows probe_tier=cache; (4) clear cache and remove repos -> provenance shows probe_tier=publish. For each run capture logs/provenance proving the selected tier and that fallbacks only occur after a logged failure.,"CLI logs or provenance output for each scenario showing the selected probe tier and any logged failures, plus commands or script excerpts used to set up the scenarios.",Build/Tooling,Dev,Accepted,2025-11-28,scripts/test/probe-helper-smoke.ps1,ADR-2025-013-common-probe-build-cache,"Shared probe helper implementation; tasks invoking DevModeAgentCli, OrchestrationCli, x-cli and IntegrationEngineCli; scripts/run-worktree-task.ps1",Captures the mandated probe order worktree then source repo then cached publish then build-and-cache.,Ensures CLIs honour local changes when available yet still function when sources are absent by falling back to cache and publish.,Risk: incorrect probe order ignores local changes or a valid cache and breaks dev workflows or CI; mitigation is automated tests for each tier and clear logging of the selected tier.,Assumes a configured source repo path is available when the active worktree does not contain tooling projects.,Probe helper shall not silently skip failing tiers and shall log tier selection and failures at an appropriate verbosity.,3 | hash=75f1e6a0c400 | Helper-based procedure update 2025-12-01,Demonstration/Test: witness QA reviewer; facility devcontainer or CI runner; equipment CLI logs/provenance and tier selection output; pass per acceptance criteria.,System
TOOL-011,9.15 Repo CLI Probe/Build/Cache Strategy,"The repo CLI helper SHALL store published CLI binaries in an OS specific tooling cache under `%LOCALAPPDATA%\labview-icon-editor\tooling-cache\<CLI>\<version>\<rid>\publish\` on Windows and `$HOME/.cache/labview-icon-editor/tooling-cache/<CLI>/<version>/<rid>/publish/` on POSIX systems, and on a cache miss it SHALL run `dotnet publish -c Release -r <rid>` from the highest-priority available repo (active worktree when possible otherwise the configured source repo) and stash the output into the corresponding `<CLI>/<version>/<rid>/publish/` directory before running the binary from the cache.",Functional/Performance,Medium,"Inspection, Test",Test,"Scenario A (cache hit): existing `<CLI>/<version>/<rid>/publish/` is used, logs show cache tier, and no publish step occurs. Scenario B (cache miss then hit): first run logs publish-on-miss exactly once and creates `<CLI>/<version>/<rid>/publish/`; second run on the same key logs cache tier and does not publish; fail if publishes repeat or directories are missing.","On Windows and POSIX agents, set up a CLI version with no published cache entry and a reachable repo copy; invoke the CLI through the helper and confirm that `dotnet publish` is executed, the expected `<CLI>/<version>/<rid>/publish/` path is created under the OS specific tooling cache root and the CLI then runs from that path; repeat with an existing cache entry and confirm that no publish occurs and the CLI runs directly from the cached binary.","File system listings of the tooling cache root on Windows and POSIX showing `<CLI>/<version>/<rid>/publish/` directories, plus CLI logs or provenance output showing cache miss detection, publish on miss and subsequent runs from the cache.",Build/Tooling,Dev,Accepted,2025-11-28,scripts/test/probe-helper-smoke.ps1,ADR-2025-013-common-probe-build-cache,Tooling cache root on Windows and POSIX; Tooling/dotnet/* CLIs that use the helper; scripts that configure tooling cache paths.,Defines the stable cache path structure and publish on miss behaviour for repo CLIs.,"Supports repeatable execution across machines by caching per CLI, version and runtime and reusing published binaries when available.",Risk: incorrect cache paths or publish behaviour leads to stale binaries or repeated expensive publishes; mitigation is explicit path checks and logs plus tests for cache hit and miss cases.,Assumes CLI binaries are publishable with `dotnet publish -c Release -r <rid>` and that the tooling cache root is writable on all supported agents.,Tooling cache contents shall not be edited manually outside the clear tooling cache mechanism and shall be considered ephemeral.,3 | hash=f808fb217e91 | Wording update 2025-11-30,Demonstration/Test: witness QA reviewer; facility Windows and POSIX runners; equipment cache directory listings and CLI logs showing publish-on-miss/hit; pass per acceptance criteria.,System
